Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Nepal,Baby Food,Online,C,4/24/2015,853894174,5/21/2015,5116,255.28,159.42,1306012.48,815592.72,490419.76
Indonesia,Vegetables,Online,C,3/23/2010,834620463,4/3/2010,1597,154.06,90.93,246033.82,145215.21,100818.61
North Korea,Household,Offline,M,10/19/2010,872307002,11/2/2010,3881,668.27,502.54,2593555.87,1950357.74,643198.13
South Korea,Personal Care,Offline,C,4/13/2017,813033616,5/7/2017,3569,81.73,56.67,291694.37,202255.23,89439.14
Bangladesh,Fruits,Online,L,5/19/2017,138479936,7/1/2017,8145,9.33,6.92,75992.85,56363.4,19629.45
Tajikistan,Office Supplies,Online,M,5/8/2017,724795377,6/26/2017,1913,651.21,524.96,1245764.73,1004248.48,241516.25
Japan,Meat,Offline,H,12/21/2014,330695617,2/6/2015,9037,421.89,364.69,3812619.93,3295703.53,516916.4
Vietnam,Meat,Offline,M,9/20/2013,803379380,10/29/2013,6666,421.89,364.69,2812318.74,2431023.54,381295.2
Maldives,Baby Food,Offline,M,3/10/2016,621123492,4/7/2016,3099,255.28,159.42,791112.72,494042.58,297070.14
Laos,Snacks,Online,L,1/17/2013,771081292,2/26/2013,8944,152.58,97.44,1364675.52,871503.36,493172.16
Kyrgyzstan,Household,Offline,H,3/16/2016,825746428,3/24/2016,5573,668.27,502.54,3724268.71,2800655.42,923613.29
Kyrgyzstan,Vegetables,Offline,L,3/16/2011,947535026,3/31/2011,5525,154.06,90.93,851181.5,502388.25,348793.25
Japan,Baby Food,Offline,M,10/27/2012,291377437,12/4/2012,3913,255.28,159.42,998910.64,623810.46,375100.18
Myanmar,Baby Food,Online,L,1/23/2017,889970529,2/3/2017,911,255.28,159.42,232560.08,145231.62,87328.46
Kyrgyzstan,Office Supplies,Offline,H,7/7/2011,791176831,7/31/2011,5661,651.21,524.96,3686499.81,2971798.56,714701.25
Cambodia,Household,Offline,H,4/29/2014,209016454,4/29/2014,1468,668.27,502.54,981020.36,737728.72,243291.64
Bangladesh,Snacks,Online,C,12/13/2014,600494086,12/21/2014,8399,152.58,97.44,1281519.42,818398.56,463120.86
Bhutan,Personal Care,Offline,H,12/7/2014,109069192,1/24/2015,4852,81.73,56.67,396553.96,274962.84,121591.12
Maldives,Meat,Online,M,4/30/2013,469176137,5/23/2013,8500,421.89,364.69,3586065,3099865,486200
China,Household,Offline,C,9/22/2013,137835347,10/2/2013,7397,668.27,502.54,4943193.19,3717288.38,1225904.81
Nepal,Meat,Online,C,4/27/2015,441697871,6/5/2015,7070,421.89,364.69,2982762.3,2578358.3,404404
Brunei,Fruits,Online,M,6/1/2017,817564618,6/15/2017,4393,9.33,6.92,40986.69,30399.56,10587.13
South Korea,Office Supplies,Offline,H,8/19/2015,131174457,9/12/2015,6292,651.21,524.96,4097413.32,3303048.32,794365
Maldives,Beverages,Offline,C,8/20/2011,135673272,9/24/2011,7591,47.45,31.79,360192.95,241317.89,118875.06
Indonesia,Meat,Online,H,4/20/2010,109609067,5/13/2010,4614,421.89,364.69,1946600.46,1682679.66,263920.8
Nepal,Fruits,Online,M,12/5/2011,762066924,1/8/2012,1393,9.33,6.92,12996.69,9639.56,3357.13
Turkmenistan,Meat,Offline,L,5/21/2013,724769198,5/30/2013,4167,421.89,364.69,1758015.63,1519663.23,238352.4
Cambodia,Household,Online,C,3/19/2013,442644584,4/2/2013,7224,668.27,502.54,4827582.48,3630348.96,1197233.52
Mongolia,Vegetables,Online,M,4/26/2014,845789611,5/10/2014,6796,154.06,90.93,1046991.76,617960.28,429031.48
Vietnam,Cereal,Offline,M,4/22/2015,525923526,5/4/2015,1313,205.7,117.11,270084.1,153765.43,116318.67
Cambodia,Beverages,Online,C,10/8/2010,107422101,11/23/2010,7442,47.45,31.79,353122.9,236581.18,116541.72
Vietnam,Cosmetics,Offline,L,10/20/2015,342887437,11/7/2015,6867,437.2,263.33,3002252.4,1808287.11,1193965.29
Bangladesh,Personal Care,Offline,C,3/12/2016,462865006,3/17/2016,896,81.73,56.67,73230.08,50776.32,22453.76
Tajikistan,Clothes,Online,L,7/26/2015,362754666,8/21/2015,6022,109.28,35.84,658084.16,215828.48,442255.68
Turkmenistan,Beverages,Online,L,2/22/2012,687648713,3/14/2012,9390,47.45,31.79,445555.5,298508.1,147047.4
Japan,Clothes,Offline,C,5/10/2010,602176797,5/15/2010,6351,109.28,35.84,694037.28,227619.84,466417.44
Indonesia,Vegetables,Online,H,5/19/2014,460516250,6/27/2014,5847,154.06,90.93,900788.82,531667.71,369121.11
South Korea,Personal Care,Online,C,10/30/2012,122295701,11/17/2012,8870,81.73,56.67,724945.1,502662.9,222282.2
India,Office Supplies,Online,C,7/31/2012,791805970,8/10/2012,1837,651.21,524.96,1196272.77,964351.52,231921.25
Maldives,Household,Offline,C,10/9/2011,541105258,10/26/2011,3925,668.27,502.54,2622959.75,1972469.5,650490.25
Thailand,Vegetables,Offline,L,11/20/2012,292560613,11/28/2012,4041,154.06,90.93,622556.46,367448.13,255108.33
Philippines,Clothes,Offline,H,7/19/2012,802470862,8/22/2012,7816,109.28,35.84,854132.48,280125.44,574007.04
Myanmar,Cosmetics,Online,C,3/22/2015,650606763,3/22/2015,7854,437.2,263.33,3433768.8,2068193.82,1365574.98
Taiwan,Personal Care,Online,C,10/31/2016,435416352,11/26/2016,8229,81.73,56.67,672556.17,466337.43,206218.74
Japan,Personal Care,Online,H,8/10/2015,993586623,9/17/2015,3216,81.73,56.67,262843.68,182250.72,80592.96
Cambodia,Baby Food,Offline,M,5/2/2017,223137319,5/19/2017,146,255.28,159.42,37270.88,23275.32,13995.56
Taiwan,Household,Online,M,9/23/2013,804953944,10/5/2013,2615,668.27,502.54,1747526.05,1314142.1,433383.95
Maldives,Baby Food,Offline,M,3/2/2014,102625882,4/17/2014,8134,255.28,159.42,2076447.52,1296722.28,779725.24
Brunei,Fruits,Offline,L,6/25/2010,889888560,7/22/2010,6655,9.33,6.92,62091.15,46052.6,16038.55
Myanmar,Baby Food,Offline,M,8/18/2010,188691318,8/20/2010,6809,255.28,159.42,1738201.52,1085490.78,652710.74
Kazakhstan,Office Supplies,Offline,L,6/4/2015,429697453,6/16/2015,5880,651.21,524.96,3829114.8,3086764.8,742350
Mongolia,Fruits,Offline,H,8/25/2011,932909905,9/12/2011,7627,9.33,6.92,71159.91,52778.84,18381.07
Myanmar,Beverages,Online,C,9/27/2013,941211879,10/13/2013,4366,47.45,31.79,207166.7,138795.14,68371.56
Philippines,Office Supplies,Online,L,3/28/2013,573747098,5/11/2013,3371,651.21,524.96,2195228.91,1769640.16,425588.75
Taiwan,Fruits,Offline,M,6/24/2010,765438354,7/13/2010,9073,9.33,6.92,84651.09,62785.16,21865.93
Singapore,Vegetables,Online,H,2/22/2017,345376527,4/1/2017,3444,154.06,90.93,530582.64,313162.92,217419.72
China,Household,Offline,C,11/9/2010,398084294,12/23/2010,844,668.27,502.54,564019.88,424143.76,139876.12
Vietnam,Office Supplies,Offline,M,5/24/2010,632562577,7/6/2010,8178,651.21,524.96,5325595.38,4293122.88,1032472.5
Singapore,Baby Food,Online,L,8/20/2016,543801200,9/16/2016,1714,255.28,159.42,437549.92,273245.88,164304.04
Tajikistan,Office Supplies,Offline,L,11/18/2016,352805602,12/14/2016,1873,651.21,524.96,1219716.33,983250.08,236466.25
Uzbekistan,Vegetables,Offline,C,3/30/2011,360629498,5/2/2011,7137,154.06,90.93,1099526.22,648967.41,450558.81
Sri Lanka,Cosmetics,Offline,L,11/25/2014,186524522,12/19/2014,5606,437.2,263.33,2450943.2,1476227.98,974715.22
Thailand,Cosmetics,Online,C,4/9/2017,352426230,4/11/2017,9608,437.2,263.33,4200617.6,2530074.64,1670542.96
Thailand,Vegetables,Online,L,3/24/2014,908719813,5/12/2014,9241,154.06,90.93,1423668.46,840284.13,583384.33
Sri Lanka,Personal Care,Online,H,3/6/2010,794355571,4/2/2010,6321,81.73,56.67,516615.33,358211.07,158404.26
Myanmar,Vegetables,Offline,C,9/28/2012,338919055,10/24/2012,2535,154.06,90.93,390542.1,230507.55,160034.55
Indonesia,Baby Food,Offline,C,12/4/2015,797162234,1/8/2016,6875,255.28,159.42,1755050,1096012.5,659037.5
Vietnam,Cereal,Offline,L,5/15/2014,376132237,6/27/2014,4742,205.7,117.11,975429.4,555335.62,420093.78
Kyrgyzstan,Meat,Offline,M,2/26/2012,776125991,3/12/2012,1783,421.89,364.69,752229.87,650242.27,101987.6
Kazakhstan,Vegetables,Offline,H,10/2/2012,604192531,11/9/2012,2851,154.06,90.93,439225.06,259241.43,179983.63
South Korea,Beverages,Offline,M,9/10/2013,362843930,10/17/2013,2437,47.45,31.79,115635.65,77472.23,38163.42
Laos,Cosmetics,Online,L,5/3/2014,197721135,5/6/2014,8933,437.2,263.33,3905507.6,2352326.89,1553180.71
Philippines,Fruits,Online,L,10/4/2016,524126660,10/5/2016,9581,9.33,6.92,89390.73,66300.52,23090.21
Maldives,Personal Care,Online,L,5/14/2017,752622115,5/27/2017,6464,81.73,56.67,528302.72,366314.88,161987.84
Singapore,Personal Care,Offline,C,10/15/2011,749821460,12/1/2011,7687,81.73,56.67,628258.51,435622.29,192636.22
Tajikistan,Fruits,Online,C,6/1/2013,323436486,6/17/2013,899,9.33,6.92,8387.67,6221.08,2166.59
Thailand,Personal Care,Online,C,3/4/2017,736084687,3/9/2017,2671,81.73,56.67,218300.83,151365.57,66935.26
North Korea,Snacks,Offline,C,1/16/2013,218533790,3/6/2013,7860,152.58,97.44,1199278.8,765878.4,433400.4
Cambodia,Fruits,Offline,C,12/6/2014,173812997,1/2/2015,3983,9.33,6.92,37161.39,27562.36,9599.03
Taiwan,Beverages,Online,H,11/27/2014,805390393,12/14/2014,1770,47.45,31.79,83986.5,56268.3,27718.2
Singapore,Cosmetics,Online,M,10/30/2012,960070598,11/13/2012,5080,437.2,263.33,2220976,1337716.4,883259.6
Vietnam,Snacks,Offline,H,3/10/2011,967488944,3/19/2011,333,152.58,97.44,50809.14,32447.52,18361.62
Malaysia,Baby Food,Online,M,1/28/2014,886713254,3/9/2014,7011,255.28,159.42,1789768.08,1117693.62,672074.46
Maldives,Cosmetics,Online,L,3/30/2014,277614486,4/6/2014,1150,437.2,263.33,502780,302829.5,199950.5
Tajikistan,Vegetables,Online,M,8/5/2016,806829345,9/16/2016,7587,154.06,90.93,1168853.22,689885.91,478967.31
Kyrgyzstan,Cosmetics,Offline,C,1/13/2013,742782485,2/6/2013,4698,437.2,263.33,2053965.6,1237124.34,816841.26
Bangladesh,Household,Online,C,11/3/2014,671098411,12/14/2014,1788,668.27,502.54,1194866.76,898541.52,296325.24
Japan,Snacks,Offline,H,8/19/2016,997166192,8/19/2016,2490,152.58,97.44,379924.2,242625.6,137298.6
Uzbekistan,Office Supplies,Offline,L,1/13/2013,310473906,1/31/2013,4983,651.21,524.96,3244979.43,2615875.68,629103.75
Sri Lanka,Fruits,Online,L,3/30/2017,992780244,4/15/2017,4591,9.33,6.92,42834.03,31769.72,11064.31
Philippines,Clothes,Online,M,3/31/2010,194738519,5/18/2010,6310,109.28,35.84,689556.8,226150.4,463406.4
Bhutan,Vegetables,Offline,M,9/6/2012,628159034,10/10/2012,5072,154.06,90.93,781392.32,461196.96,320195.36
Philippines,Baby Food,Offline,L,10/15/2011,178264176,10/27/2011,1186,255.28,159.42,302762.08,189072.12,113689.96
Brunei,Beverages,Offline,L,1/14/2014,991482913,2/15/2014,682,47.45,31.79,32360.9,21680.78,10680.12
Maldives,Beverages,Offline,H,4/8/2010,577732217,4/27/2010,2656,47.45,31.79,126027.2,84434.24,41592.96
Tajikistan,Personal Care,Offline,M,3/9/2010,141091334,4/23/2010,916,81.73,56.67,74864.68,51909.72,22954.96
Brunei,Meat,Offline,L,10/22/2016,127517640,11/21/2016,4158,421.89,364.69,1754218.62,1516381.02,237837.6
Malaysia,Household,Offline,M,1/9/2012,395371615,1/9/2012,8102,668.27,502.54,5414323.54,4071579.08,1342744.46
Nepal,Office Supplies,Online,M,2/20/2011,605511319,2/28/2011,3110,651.21,524.96,2025263.1,1632625.6,392637.5
Thailand,Beverages,Offline,H,4/18/2010,598356902,5/24/2010,5959,47.45,31.79,282754.55,189436.61,93317.94
Mongolia,Beverages,Online,H,3/19/2013,579846656,4/6/2013,8366,47.45,31.79,396966.7,265955.14,131011.56
Vietnam,Fruits,Offline,C,9/14/2015,398103177,9/19/2015,6432,9.33,6.92,60010.56,44509.44,15501.12
Singapore,Beverages,Online,H,6/19/2015,590673339,7/20/2015,2222,47.45,31.79,105433.9,70637.38,34796.52
Turkmenistan,Household,Offline,H,10/31/2011,118756473,11/4/2011,1534,668.27,502.54,1025126.18,770896.36,254229.82
Mongolia,Office Supplies,Online,L,1/31/2017,616078794,2/1/2017,260,651.21,524.96,169314.6,136489.6,32825
Cambodia,Beverages,Offline,M,7/20/2015,717409217,8/23/2015,6185,47.45,31.79,293478.25,196621.15,96857.1
Indonesia,Beverages,Offline,M,2/14/2011,876884353,3/30/2011,8421,47.45,31.79,399576.45,267703.59,131872.86
Myanmar,Meat,Online,M,6/9/2017,682921588,7/12/2017,529,421.89,364.69,223179.81,192921.01,30258.8
Laos,Clothes,Offline,M,7/21/2017,701266610,9/4/2017,9228,109.28,35.84,1008435.84,330731.52,677704.32
Tajikistan,Cereal,Online,L,8/21/2013,535348165,9/23/2013,273,205.7,117.11,56156.1,31971.03,24185.07
Maldives,Cosmetics,Online,C,1/17/2017,111743676,2/7/2017,6292,437.2,263.33,2750862.4,1656872.36,1093990.04
China,Cereal,Offline,C,5/3/2010,327142226,5/26/2010,7509,205.7,117.11,1544601.3,879378.99,665222.31
Turkmenistan,Clothes,Offline,L,9/18/2015,468042743,9/25/2015,3103,109.28,35.84,339095.84,111211.52,227884.32
Vietnam,Household,Online,H,7/29/2015,127354562,8/1/2015,5900,668.27,502.54,3942793,2964986,977807
Thailand,Clothes,Online,L,12/20/2010,206650960,12/20/2010,1466,109.28,35.84,160204.48,52541.44,107663.04
South Korea,Cereal,Online,M,2/9/2017,562198579,2/26/2017,5908,205.7,117.11,1215275.6,691885.88,523389.72
Kyrgyzstan,Cosmetics,Online,H,5/24/2017,810794293,6/11/2017,904,437.2,263.33,395228.8,238050.32,157178.48
Indonesia,Meat,Online,C,8/26/2011,579317510,10/1/2011,1780,421.89,364.69,750964.2,649148.2,101816
North Korea,Snacks,Offline,H,4/24/2013,763652217,4/25/2013,516,152.58,97.44,78731.28,50279.04,28452.24
Bangladesh,Meat,Offline,M,6/6/2012,946595609,6/23/2012,7531,421.89,364.69,3177253.59,2746480.39,430773.2
Kyrgyzstan,Snacks,Online,H,3/28/2016,492778718,5/10/2016,3028,152.58,97.44,462012.24,295048.32,166963.92
Sri Lanka,Baby Food,Online,C,3/11/2014,383328282,3/11/2014,4212,255.28,159.42,1075239.36,671477.04,403762.32
Bhutan,Clothes,Offline,L,5/28/2016,361722552,5/29/2016,596,109.28,35.84,65130.88,21360.64,43770.24
Brunei,Cereal,Offline,M,1/16/2011,787223899,2/13/2011,5900,205.7,117.11,1213630,690949,522681
Cambodia,Vegetables,Online,L,2/15/2017,590025317,3/19/2017,458,154.06,90.93,70559.48,41645.94,28913.54
Kyrgyzstan,Household,Offline,H,9/18/2016,496259582,10/26/2016,3093,668.27,502.54,2066959.11,1554356.22,512602.89
Maldives,Vegetables,Offline,M,1/24/2014,573659121,2/12/2014,7337,154.06,90.93,1130338.22,667153.41,463184.81
Taiwan,Cosmetics,Offline,C,6/2/2016,356567132,6/29/2016,4993,437.2,263.33,2182939.6,1314806.69,868132.91
Turkmenistan,Snacks,Offline,L,9/25/2015,456275355,10/4/2015,872,152.58,97.44,133049.76,84967.68,48082.08
Bangladesh,Cosmetics,Offline,C,1/18/2017,984547364,2/17/2017,8299,437.2,263.33,3628322.8,2185375.67,1442947.13
Bhutan,Household,Offline,M,1/13/2017,889930188,1/25/2017,8974,668.27,502.54,5997054.98,4509793.96,1487261.02
North Korea,Snacks,Offline,C,7/14/2013,800814330,8/8/2013,7611,152.58,97.44,1161286.38,741615.84,419670.54
Taiwan,Personal Care,Online,M,3/10/2012,646678721,3/16/2012,5459,81.73,56.67,446164.07,309361.53,136802.54
China,Cereal,Online,C,2/17/2012,649116742,3/23/2012,6924,205.7,117.11,1424266.8,810869.64,613397.16
Tajikistan,Fruits,Online,M,2/18/2016,351085984,4/4/2016,2999,9.33,6.92,27980.67,20753.08,7227.59
Kyrgyzstan,Household,Online,H,2/5/2011,974451959,3/15/2011,844,668.27,502.54,564019.88,424143.76,139876.12
Singapore,Household,Online,L,2/2/2014,370179021,2/13/2014,3053,668.27,502.54,2040228.31,1534254.62,505973.69
Singapore,Cosmetics,Online,L,5/30/2016,109831368,6/9/2016,397,437.2,263.33,173568.4,104542.01,69026.39
Cambodia,Clothes,Online,M,3/13/2010,928094804,3/19/2010,2732,109.28,35.84,298552.96,97914.88,200638.08
Malaysia,Meat,Online,M,4/7/2012,817574059,4/27/2012,7187,421.89,364.69,3032123.43,2621027.03,411096.4
South Korea,Vegetables,Offline,H,7/30/2015,166476619,8/14/2015,2986,154.06,90.93,460023.16,271516.98,188506.18
Sri Lanka,Beverages,Online,M,8/25/2015,144556748,10/8/2015,6409,47.45,31.79,304107.05,203742.11,100364.94
North Korea,Baby Food,Online,L,2/12/2011,985315549,3/17/2011,5622,255.28,159.42,1435184.16,896259.24,538924.92
Bangladesh,Cereal,Offline,M,6/29/2012,499097144,8/6/2012,2791,205.7,117.11,574108.7,326854.01,247254.69
Bhutan,Personal Care,Online,H,1/9/2015,224981820,1/12/2015,5975,81.73,56.67,488336.75,338603.25,149733.5
Taiwan,Beverages,Online,L,3/27/2012,607755362,4/13/2012,7172,47.45,31.79,340311.4,227997.88,112313.52
Singapore,Meat,Offline,C,1/18/2011,820088040,3/1/2011,1130,421.89,364.69,476735.7,412099.7,64636
Singapore,Snacks,Offline,C,11/25/2012,869313657,12/10/2012,8084,152.58,97.44,1233456.72,787704.96,445751.76
North Korea,Vegetables,Online,H,9/6/2015,333319032,10/5/2015,5363,154.06,90.93,826223.78,487657.59,338566.19
Kyrgyzstan,Office Supplies,Online,H,10/11/2015,299159705,10/20/2015,6860,651.21,524.96,4467300.6,3601225.6,866075
India,Clothes,Online,H,3/29/2017,984593713,4/17/2017,2014,109.28,35.84,220089.92,72181.76,147908.16
Kazakhstan,Baby Food,Online,M,9/5/2016,232992398,9/7/2016,6483,255.28,159.42,1654980.24,1033519.86,621460.38
Turkmenistan,Office Supplies,Online,M,11/1/2012,768357884,11/3/2012,3027,651.21,524.96,1971212.67,1589053.92,382158.75
Kyrgyzstan,Personal Care,Offline,H,1/9/2010,681353032,2/27/2010,6358,81.73,56.67,519639.34,360307.86,159331.48
Taiwan,Fruits,Online,H,8/8/2012,328720223,8/21/2012,4474,9.33,6.92,41742.42,30960.08,10782.34
Cambodia,Fruits,Online,H,6/9/2017,830474841,7/13/2017,4815,9.33,6.92,44923.95,33319.8,11604.15
Kazakhstan,Cereal,Offline,L,3/15/2010,736382091,4/29/2010,679,205.7,117.11,139670.3,79517.69,60152.61
Cambodia,Clothes,Online,M,10/25/2011,142921674,11/16/2011,2554,109.28,35.84,279101.12,91535.36,187565.76
Bhutan,Clothes,Offline,L,10/1/2013,830261981,10/3/2013,1825,109.28,35.84,199436,65408,134028
Taiwan,Clothes,Online,M,10/9/2016,664477860,10/12/2016,2620,109.28,35.84,286313.6,93900.8,192412.8
North Korea,Cosmetics,Online,M,2/12/2015,982863366,3/30/2015,9966,437.2,263.33,4357135.2,2624346.78,1732788.42
South Korea,Beverages,Online,M,6/26/2014,432024753,8/7/2014,4580,47.45,31.79,217321,145598.2,71722.8
Uzbekistan,Meat,Online,C,5/3/2016,948941791,5/12/2016,1818,421.89,364.69,766996.02,663006.42,103989.6
India,Meat,Offline,H,10/27/2014,903349387,11/11/2014,13,421.89,364.69,5484.57,4740.97,743.6
Malaysia,Cereal,Online,M,2/17/2011,797224032,3/8/2011,5162,205.7,117.11,1061823.4,604521.82,457301.58
Brunei,Baby Food,Offline,M,6/6/2017,167921578,7/6/2017,581,255.28,159.42,148317.68,92623.02,55694.66
Turkmenistan,Clothes,Online,C,6/18/2013,812383019,6/18/2013,1043,109.28,35.84,113979.04,37381.12,76597.92
Tajikistan,Vegetables,Online,L,5/3/2017,958620917,6/19/2017,6087,154.06,90.93,937763.22,553490.91,384272.31
South Korea,Snacks,Offline,H,8/9/2016,895306622,9/15/2016,9980,152.58,97.44,1522748.4,972451.2,550297.2
Vietnam,Baby Food,Offline,L,3/21/2015,719443833,4/18/2015,8273,255.28,159.42,2111931.44,1318881.66,793049.78
Philippines,Personal Care,Offline,M,2/16/2012,720000445,3/23/2012,2987,81.73,56.67,244127.51,169273.29,74854.22
Turkmenistan,Personal Care,Online,M,1/7/2015,518395745,1/13/2015,3676,81.73,56.67,300439.48,208318.92,92120.56
Bangladesh,Fruits,Offline,C,6/13/2011,463597571,6/25/2011,7678,9.33,6.92,71635.74,53131.76,18503.98
Mongolia,Cereal,Offline,H,5/6/2012,160927665,5/15/2012,927,205.7,117.11,190683.9,108560.97,82122.93
Myanmar,Meat,Offline,C,9/7/2014,591432082,10/4/2014,6751,421.89,364.69,2848179.39,2462022.19,386157.2
Japan,Household,Online,M,12/16/2013,136977899,2/1/2014,3659,668.27,502.54,2445199.93,1838793.86,606406.07
Cambodia,Meat,Online,M,10/8/2015,488825786,11/24/2015,3268,421.89,364.69,1378736.52,1191806.92,186929.6
Vietnam,Snacks,Online,M,8/19/2011,819755017,8/26/2011,2581,152.58,97.44,393808.98,251492.64,142316.34
Laos,Clothes,Offline,C,12/19/2013,342072904,1/16/2014,5829,109.28,35.84,636993.12,208911.36,428081.76
Turkmenistan,Fruits,Online,H,4/17/2016,222548520,5/16/2016,5907,9.33,6.92,55112.31,40876.44,14235.87
Singapore,Beverages,Offline,L,1/1/2016,780910193,2/6/2016,7535,47.45,31.79,357535.75,239537.65,117998.1
Thailand,Beverages,Online,C,7/16/2010,623751628,7/28/2010,823,47.45,31.79,39051.35,26163.17,12888.18
Bhutan,Meat,Online,H,8/13/2014,721311080,9/20/2014,833,421.89,364.69,351434.37,303786.77,47647.6
Turkmenistan,Personal Care,Online,C,12/20/2012,317477262,2/3/2013,7432,81.73,56.67,607417.36,421171.44,186245.92
Japan,Fruits,Offline,C,4/17/2010,962300479,5/1/2010,4951,9.33,6.92,46192.83,34260.92,11931.91
Vietnam,Household,Offline,H,4/19/2017,258951890,4/26/2017,8474,668.27,502.54,5662919.98,4258523.96,1404396.02
North Korea,Fruits,Offline,M,1/15/2013,262221181,1/24/2013,5929,9.33,6.92,55317.57,41028.68,14288.89
Brunei,Beverages,Online,C,5/16/2013,486810052,5/31/2013,6767,47.45,31.79,321094.15,215122.93,105971.22
Maldives,Snacks,Offline,M,7/28/2011,626859128,8/22/2011,401,152.58,97.44,61184.58,39073.44,22111.14
Taiwan,Cereal,Offline,C,1/30/2015,640407931,3/8/2015,9793,205.7,117.11,2014420.1,1146858.23,867561.87
Taiwan,Baby Food,Online,L,7/23/2017,642662703,8/31/2017,7030,255.28,159.42,1794618.4,1120722.6,673895.8
Brunei,Meat,Offline,M,6/14/2015,113692891,6/29/2015,3108,421.89,364.69,1311234.12,1133456.52,177777.6
Brunei,Vegetables,Online,C,4/10/2013,870468509,4/28/2013,9830,154.06,90.93,1514409.8,893841.9,620567.9
Cambodia,Snacks,Online,C,11/13/2013,193768203,11/21/2013,9172,152.58,97.44,1399463.76,893719.68,505744.08
Sri Lanka,Baby Food,Online,C,3/14/2012,828670680,4/29/2012,924,255.28,159.42,235878.72,147304.08,88574.64
Uzbekistan,Vegetables,Online,H,10/17/2011,317040812,11/26/2011,8277,154.06,90.93,1275154.62,752627.61,522527.01
North Korea,Beverages,Online,C,11/20/2012,812243974,12/25/2012,9897,47.45,31.79,469612.65,314625.63,154987.02
Kyrgyzstan,Cereal,Online,H,1/9/2017,470963561,2/6/2017,7438,205.7,117.11,1529996.6,871064.18,658932.42
Kazakhstan,Vegetables,Offline,L,4/4/2013,667892205,4/15/2013,3000,154.06,90.93,462180,272790,189390
Turkmenistan,Vegetables,Online,H,9/20/2016,614451873,11/8/2016,8819,154.06,90.93,1358655.14,801911.67,556743.47
Japan,Fruits,Online,H,9/15/2010,775404155,9/17/2010,8175,9.33,6.92,76272.75,56571,19701.75
Turkmenistan,Office Supplies,Offline,C,6/8/2012,808803451,7/16/2012,1769,651.21,524.96,1151990.49,928654.24,223336.25
Indonesia,Cosmetics,Online,M,3/13/2015,236795556,4/22/2015,1922,437.2,263.33,840298.4,506120.26,334178.14
Japan,Snacks,Online,L,1/9/2011,119474875,1/10/2011,4125,152.58,97.44,629392.5,401940,227452.5
Indonesia,Vegetables,Offline,C,12/13/2011,153592574,1/18/2012,311,154.06,90.93,47912.66,28279.23,19633.43
Laos,Household,Online,L,6/26/2013,576038777,7/24/2013,1530,668.27,502.54,1022453.1,768886.2,253566.9
Mongolia,Baby Food,Offline,H,8/4/2011,242961633,8/5/2011,6601,255.28,159.42,1685103.28,1052331.42,632771.86
North Korea,Cereal,Offline,L,3/4/2010,697219693,4/8/2010,1656,205.7,117.11,340639.2,193934.16,146705.04
Taiwan,Cosmetics,Offline,H,6/2/2010,578682363,6/11/2010,3826,437.2,263.33,1672727.2,1007500.58,665226.62
Maldives,Personal Care,Offline,H,11/27/2013,857936370,12/31/2013,1292,81.73,56.67,105595.16,73217.64,32377.52
Turkmenistan,Snacks,Online,C,10/18/2012,835580050,10/25/2012,5560,152.58,97.44,848344.8,541766.4,306578.4
Brunei,Meat,Online,C,6/1/2012,610910499,6/6/2012,847,421.89,364.69,357340.83,308892.43,48448.4
Kyrgyzstan,Cosmetics,Online,C,8/4/2015,107400643,8/13/2015,1092,437.2,263.33,477422.4,287556.36,189866.04
Indonesia,Beverages,Offline,C,3/22/2016,284062516,4/4/2016,9266,47.45,31.79,439671.7,294566.14,145105.56
Tajikistan,Personal Care,Offline,C,8/16/2016,164428699,8/20/2016,6961,81.73,56.67,568922.53,394479.87,174442.66
Kyrgyzstan,Cosmetics,Offline,H,6/20/2014,796912467,7/11/2014,2963,437.2,263.33,1295423.6,780246.79,515176.81
South Korea,Beverages,Offline,L,3/27/2013,129158723,5/8/2013,9791,47.45,31.79,464582.95,311255.89,153327.06
South Korea,Meat,Offline,L,3/23/2012,201186549,3/26/2012,4426,421.89,364.69,1867285.14,1614117.94,253167.2
Singapore,Household,Offline,L,8/24/2011,209706103,9/28/2011,5551,668.27,502.54,3709566.77,2789599.54,919967.23
India,Personal Care,Offline,H,3/15/2017,195503270,4/18/2017,2617,81.73,56.67,213887.41,148305.39,65582.02
Sri Lanka,Household,Offline,H,5/25/2016,102588975,6/7/2016,7212,668.27,502.54,4819563.24,3624318.48,1195244.76
Mongolia,Beverages,Online,C,7/27/2011,932670867,9/14/2011,6890,47.45,31.79,326930.5,219033.1,107897.4
Bhutan,Meat,Offline,C,7/31/2012,658697164,8/4/2012,1983,421.89,364.69,836607.87,723180.27,113427.6
Cambodia,Office Supplies,Offline,C,4/9/2011,277506339,5/14/2011,9147,651.21,524.96,5956617.87,4801809.12,1154808.75
India,Baby Food,Offline,L,11/19/2016,764057767,12/2/2016,527,255.28,159.42,134532.56,84014.34,50518.22
North Korea,Fruits,Online,M,5/16/2011,995321691,5/30/2011,6661,9.33,6.92,62147.13,46094.12,16053.01
North Korea,Beverages,Offline,H,8/22/2011,509377944,9/26/2011,5108,47.45,31.79,242374.6,162383.32,79991.28
